UDI 419,"Forum for-Young Catechetical Learners","This minicourse addresses the key themes of the National Directory for Catechesis regarding discipleship (Catholic moral life), Catholic social teachings and catechetical planning. Themes include: developing a pastoral catechetical plan; call and challenge of discipleship; Catholic social teachings; and communications technology and catechesis.",
ECT 224,"Digital Computer Fundamentals","Fundamental theory and techniques of electronic data processing to include binary arithmetic, switching theory (Boolean algebra), and basic circuitry (gates, adders, registers, and memory).",ECT 110,ECT 224L
UDI 416,"The River Steward Experience II","This course will be a seminar for the River Stewards, the student group of the Rivers Institute at the University of Dayton. The course will be available for only River Stewards. Like the River Steward Experience Year I, this course will highlight components of education, action and experience. Further, participants in the Year II mini-course will, under the supervision of the instructor, organize and teach many of the topics covered in the Year 1 course. The Great Miami River will serve as the focus for community engagement and meaningful learning. The course will have primarily junior enrollment. It will require commitments beyond the classroom and readings.",
UDI 415,"The River Steward Experience II","This course will be a seminar for the River Stewards, the student group of the Rivers Institute at the University of Dayton. The course will be available ONLY for River Stewards. Like the River Steward Experience Year I, this course will highlight aspects of leadership development and civic engagement through education, experience and action in an interdisciplinary setting. Furthermore, participants in the Year II minicourse will, under the supervision of the instructor, choose many of the topics and facilitate many of the discussions throughout the semester, as well as begin work on their senior service project. The Great Miami River Watershed will serve as the focus for community engagement and meaningful learning.",
UDI 421,"UD Post-Undergraduate Mini Course","This mini-course is designed for graduating seniors who are considering participating in service after graduation. Students will explore opportunities to live out their vocation as well as come to a better understanding of spirituality, community living and discerning God's call.",
CHM 415L,"Analytical Chemistry Laboratory","Course to accompany CHM 415. Two three-hour laboratory sessions each week.",CHM 415,CHM 201L,CHM 302
LNG 202,"Intermediate Language II","Continued development of proficiency in listening, speaking, reading and writing through conversation practice, reading assignments, composition assignments, and grammar exercises. Offered with different suffixes according to the language studied.",LNG 201
LNG 201,"Intermediate Language I","Expansion and extension of listening, speaking, reading, and writing skills through conversation practice, reading assignments, composition assignments, and grammar exercises. Offered with different suffixes according to the language studied.",LNG 141
SWK 305,"Social Services in the Health Field","The role of social services in health care facilities and governmental health programs. U.S. health care policies and programs; methods of social work intervention in medical settings.",
SWK 303,"Community Practice & Research","Study of the design and implementation of community research, including needs assessment and program evaluation in the social service system. (Same as SOC 309.)",SOC 309,SOC 101,SOC 204
RCL 524,"Electrochemical Power","The course will cover fundamental as well as engineering aspects of fuel cell technology. Specifically, the course will cover basic principles of electrochemistry, electrical conductivity (electronic and ionic) of solids, and development/design of major fuel cells (alkaline, polymer electrolyte, phosphoric acid, molten carbonate, and solid oxide). A major part of the course will focus on solid oxide fuel cells (SOFC), as it is emerging to be dominant among various fuel cell technologies. The SOFC can readily and safely use many common hydrocarbon fuels such as natural gas, diesel, gasoline, alcohol, and coal gas.",MEE 312
DPT 963,"Clinical Pathology: Neurology","This small group problem-based learning course utilizes patient case scenarios, describing various neurological pathologies, to facilitate the integration of previous knowledge with new learning. The student will use basic and clinical science principles to formulate appropriate assessment and treatment strategies for the patient with neurological deficits.",
DPT 964,"Clinical Pathology: Neurology II","This small group problem-based learning course utilizes patient case scenarios of various pediatric pathologies, to facilitate the integration of previous knowledge with new learning. The student will use basic and clinical science principles to formulate appropriate assessment and treatment strategies for pediatric patients.",
DPT 961,"Clinical Pathology: General Medicine I","This small group problem-based learning course utilizing patient case scenarios of various general medical, acute care, and postoperative patient case scenarios or pathologies to facilitate the integration of previous knowledge with new learning. Students review and apply basic and clinical science concepts to each case, formulating appropriate physical therapy assessment and treatment strategies.",DPT 971,DPT 981
DPT 962,"Clinical Pathology: General Medicine II","This small group problem-based learning course utilizing patient case scenarios of various advanced general medical, acute care, and postoperative patient case scenarios or pathologies to facilitate the integration of previous knowledge with new learning. Students review and apply basic and clinical science concepts to each case, formulating appropriate physical therapy assessment and treatment strategies. Integration of medical diagnostics, pharmacology, imaging, and factors that lead to medical referral in relation to physical therapy intervention is emphasized.",DPT 972,DPT 982
DPT 954,"Clinical Rotation IV: Contract Clinical","This final clinical rotation is designed to allow the student to continue developing clinical skills and reasoning in an area of special interest. Increasing independence in clinical practice is expected, with increased clinical responsibilities in the areas of program development and implementation, as well as administration and clinical management to include staff supervision.",
POL 214,"Introduction to International Politics","Analysis of the dynamic forces of conflict and cooperation in world politics.",
DPT 971,"Skills Laboratory: General Medicine I","Designed to facilitate skill acquisition, along with clinical reasoning and decision making as it relates to the physical therapy care and management of the patient with acute medical and postoperative pathology. Students learn physical examination tests and measures, along with therapeutic interventions including electrotherapy modalities appropriate for this population.",DPT 961,DPT 981
RCL 533,"Biofuel Production Processes","This course will provide an overview of the range of fuels derived from biological materials and processes, with a focus on anaerobic digestion, bioethanol and biodiesel and production of synethetic fuel from biological materials. The course will include an overview of the biochemistry of energy production in biological systems, discussions of the economics and environmental sustainability of biofuels, and a review of reactor and separation systems concepts relevant to biofuel production.",EGR 202,CHM 123
DPT 975,"Skills Laboratory: Orthopedics I","Course description is currently unavailable.This laboratory course is designed to help the student develop clinical skills and reasoning essential to the examination, evaluation, and physical therapy intervention of orthopedic patients. Emphasis is focused on clinical reasoning and clinical skill development as they apply to common extremity and spine pathologies. Skills include: examination techniques, use of modalities, therapeutic exercise, soft tissue techniques, mechanical traction, and articular mobilization.",DPT 965,DPT 985
DPT 972,"Skills Laboratory: General Medicine II","Designed to facilitate skill acquisition, along with clinical reasoning and decision making as it relates to the physical therapy care and management of the patient with acute medical and postoperative pathology. Students expand skills related to physical examination tests and measures as related to medical diagnostics and medical or health care referral. Advanced therapeutic interventions including electrotherapy modalities appropriate for this population is addressed.",DPT 962,DPT 982
ITA 201,"Intermediate Italian I","Development of reading, listening, writing, and speaking skills. Conversation practice, oral reports, reading assignments, composition assignments, and grammar exercises. The course is conducted in Italian. Successful completion of this course includes the demonstration of the proficiency level required by the College of Arts and Sciences' Liberal Studies Curriculum.",ITA 141
ITA 202,"Intermediate Italian II","Development of reading, listening, writing, and speaking skills. Conversation practice, oral reports, reading assignments, composition assignments, and grammar exercises. The course is conducted in Italian.",ITA 201
DPT 967,"Clinical Pathology: Advanced Therapy","This small group problem-based learning course utilizing patient case scenarios of various advanced topics including cardiopulmonary, women's health issues, electrotherapeutics and orthopedic, neurological, and pediatric therapeutic interventions.",
POL 207,"Political Analysis","Introduction to the basic concepts and processes of research in political science.",
DPT 965,"Clinical Pathology: Orthopedics I","This course is taught using the small-group tutorial process. Case scenarios are used to create learning issues. Resolution of learning issues occurs through integration of present knowledge with new learning. New learning occurs through small-group interaction and the students' independent utilization of resources. The emphasis in this course is on continued development of clinical reasoning and clinical decision making as it relates to orthopedic pathologies, with primary focus given to the extremities and secondary focus to the spine.",
DPT 966,"Clinical Pathology: Orthopedics II","This small group problem-based learning course utilizing patient case scenarios dealing with differential diagnosis and management of complex orthopedic pathologies to facilitate the integration of previous knowledge with new learning.",
POL 202,"Introduction to Comparative Politics","Analysis of major concepts and approaches in the study of comparative government and politics.",
POL 201,"The American Political System","Study of the American political system, its attitudinal and constitutional base, its structure and processes.",
SWK 360,"International Social Work","Study of the role of social workers in international contexts. Topics include migration, globalization, development, conflict, and the ethical implications of social workers practicing internationally.",
POL 200,"Introduction to Political Science","Study of the dominant theoretical approaches, central questions and concepts, and history of political science. Political Science majors only.",
RCL 507,"Materials Advanced Energy Applications","Successful long-term application of many advanced energy technologies is ultimately based on the utilization of materials in ‘real world’ environmental conditions. The physical/mechanical properties and application of various materials (i.e. superalloys, refractory metal alloys, ceramics) being employed in advanced energy applications are discussed. Several advanced energy technologies (i.e. fuel cells, nuclear energy, and others) are covered with emphasis on how the selection of advanced materials enhances their commercial application.",MAT 501,MAT 502
DPT 940,"Clinical Science V: Current Technology","This course is designed to provide the principles and knowledge related to current medical technology and the advancements related to physical therapy. New technologies regarding therapeutic or diagnostic modalities and rehabilitation are studied with focus on the efficacy of these interventions.",
SWK 331,"Death, Dying and Suicide","Applied study of the phenomena of death and dying. The role and responsibility of the professional in working with the dying and their survivors. Study of suicide in contemporary U.S. society. This course is normally taken in the Junior or Senior year.",
RUS 141,"Basic Proficiency in Russian II","Further development of fundamental communication and intercultural skills in reading, listening, writing, and speaking through extensive practice in language use.",RUS 101
SWK 335,"Social Work & Environmental Justice","Study of the impact of environmental degradation upon individuals and communities and the role of social work in advocating for environmental justice. Topics include health, disasters, environmental degradation, human rights, and advocacy.",
SWK 330,"Perspectives on Aging","An introduction to the field of gerontology. Focus on the major physical, psychological, and social dynamics of aging. Selected issues will be highlighted. This course is normally taken in the Junior or Senior year(Same as SOC 330.).",SOC 330
RCL 511,"Advanced Thermodynamics","Equilibrium, first law, second law, state principle, and zeroth law; development of entropy and temperature from availability concepts; chemical potential, chemical equilibrium, and phase equilibrium. Thermodynamics of irreversible processes; Onsager reciprocal relations; application of these concepts to direct energy conversion.",
DPT 952,"Clinical Rotation II: Neurology","This eight-week clinical rotation in rehabilitation will provide full-time clinical exposure, allowing the student to integrate current knowledge and training with supervised patient care. Emphasis is on the continued development of clinical skills and reasoning, along with the development of interpersonal skills as a member of the health care team.",
DPT 953,"Clinical Rotation III: Orthopedics","This 12-week clinical rotation in orthopedics/sports medicine will provide full-time clinical exposure, allowing the student to integrate current knowledge and training with supervised patient care. Emphasis is on the continued development of clinical skills and reasoning, with increasing responsibility for independent decision making and clinical interaction.",
MBA 629A,"Valuation","This course will focus on asset valuation, with particular emphasis on the valuation of business enterprises, including closely-held firms. Valuation methods and techniques and security analysis are discussed and applied in real-world cases and situations. Students will be expected to prepare a valuation of a business of their choice.",MBA 620
DPT 951,"Clinical Rotation I: General Medicine","Six-week clinical rotation in general medicine to provide full-time clinical exposure, allowing students to integrate current knowledge and training with supervised patient care. Emphasis on continued development of clinical reasoning along with identification and utilization of appropriate clinical resources.",
BIO 459L,"Environmental Ecology Laboratory","Analytical approach to studying applied ecology and human impact on the environment. Emphasis on laboratory and field approaches to solving environmental problems through the use of ecological principles. One three-hour laboratory per week. Corequisite(s): BIO 459.",BIO 459
MUS 195,"Beginning Guitar Class I","Introduction to playing the guitar with emphasis on chord playing and accompaniment, improvisation, and application of the guitar to music teaching.",
IPI 180,"Faith & Human Development","Study of the development of Christian spirituality as part of human moral and psychological development.",
MUS 196,"Group Piano I","For the student with no previous piano study. Rudiments of music reading, performance of simple folk and popular music, basic knowledge of scales, key signatures, and chords. Open to all University students.",
MUS 191,"Voice Class","Basic principles of good singing; development of the voice; vocal literature. Open to all students, especially non-music majors.",
CHM 313L,"Organic Chemistry Laboratory","Common separation, purification, and analytical techniques including chromatography and spectroscopy. One three-hour laboratory each week.",CHM 124,CHM 313
SET 100,"Introduction to Engineering Technology I","First semester of introduction to Engineering Technology seminar for all engineering technology majors. Introduction to the University of Dayton, the School of Engineering, the Department of Engineering Technology, engineering technology programs and careers. Emphasizes professional ethics, critical thinking and communications, and team dynamics. Academic policies, academic planning, registration procedures, counseling and career placement services.",
BIE 590,"Selected Readings in Bioengineering","Directed readings in selected areas of bioengineering to be arranged and approved by the advisor and the program director.",
EDC 548L,"Counseling Children & Adolescents Laboratory","Laboratory.",
SET 101,"Introduction to Engineering Technology II","Second semester of introduction to Engineering Technology seminar for all engineering technology majors. Introduction to the University of Dayton, the School of Engineering, the Department of Engineering Technology, engineering technology programs and careers. Emphasizes professional ethics, critical thinking and communications, and team dynamics. Academic policies, academic planning, registration procedures, counseling and career placement services.",
BIE 595,"Special Problems in Bioengineering","Special assignments in bioengineering to be arranged and approved by the advisor and the program director.",
SET 102,"Engineering Technology Transfer Seminar","A seminar for Engineering Technology majors who transferred from another academic institution. Introduction to the University of Dayton, the School of Engineering, the Department of Engineering Technology, Engineering Technology programs, and careers. Emphasizes professional ethics, critical thinking and communication, and team dynamics. Academic policies, academic planning, registration procedures, counseling, and career placement services.",
VAR 303,"Scenic Painting","Exploration through experiential learning of the tools, techniques and terminology used in the craft of scenic painting. The student will learn fundamental and advanced scenic painting techniques with additional emphasis on faux painting techniques and trompe’l oeil painting. Open to all university students.",
ECO 461,"International Economics","Major issues surrounding international trade and finance, the economic interdependence of nations and businesses, essential theoretical and empirical tools necessary to monitor and analyze international economic phenomena, and the application of these tools to contemporary business problems and issues.",ECO 203,ECO 204
ECO 471,"Labor Economics","Theory of labor supply and demand, human capital theory, and the process by which wages are determined in various factor markets; applications to topics of unemployment, unions, migration, discrimination, and skill differentials.",ECO 203,ECO 204
BIE 597,"Research Methods","This course will provide students the ability to apply research methods and problem solving skills to identify and define a research problem, develop hypotheses and research plans to test those hypotheses. Students will write and present an original research proposal.",
BIE 598,"Capstone Project","This is a capstone project to be used by non-thesis students. Students must submit a proposal and a final report.",
BIE 599,"Thesis","This is a two course sequence to cover the research and thesis preparation of the graduate student.",
LAT 350,"Latin Literature","Advanced readings in a particular author or genre (epic, drama, history, philosophy). Repeatable when subtitle and content change.",LAT 202
ENG 438,"English Romanticism","Study of the major poets and critics of the Romantic Age.",ENG 200,ENG 200H,ASI 120
VAR 314,"Musical & Opera Workshop","An experiential course where students rehearse and perform in a mainstage musical or opera production. Audition required. Open to all students. Fall only. Co-requisite(s): Additional rehearsals to prepare for production. MUS 390, Musical & Opera Workshop is a co-requisite.",MUS 390
EDT 109,"Personal Aspects of Teaching","This course is a candidate's general introduction to education as a profession, and to the University of Dayton. Candidates' personal values, goals, motives and strengths will be identified and reflected upon in relation to the qualities and dispositions necessary to be an effective teacher. This course serves as an introduction to the different program areas (AYA, MCE, ECE, IS and multi-age), to technology in education and to various educational issues. EDT 109 is waived for those candidates who transfer to the University.",EDT 109
EDT 572L,"Introduction to Education of Learners with Mild/Moderate Needs Laboratory","This course consists of planned field experiences providing candidates the opportunity for field reflections in regard to the role and function of the intervention specialist.",
ENG 433,"Studies in Neo-Classical Literature","Study of English literature from Dryden to Johnson. May be repeated as topics change.",ENG 200,ENG 200H,ASI 120
ENG 431,"Milton","Study of the major and minor poems and selected prose of Milton.",ENG 200,ENG 200H,ASI 120
ECO 480,"Sports Economics","The application of economic analysis to the sports industry. Examines demand and efficiency in the product market; the labor market for professional athletes and mechanisms for restricting competition in that market; problems in achieving an efficient allocation of resources in the sports industry.",ECO 203
MKT 499,"Independent Study in Marketing","Study of one or more specific aspects of the marketing process with emphasis on individual reading and research. Subject matter to be determined by the instructor on the basis of interest and need of the student. Enrollment limited. Permission of chairperson or designee required.",MKT 301
MKT 497,"Internship for General Elective Credit","Practical work experience associated with career development and career exploration. See internship coordinator for details. Permission of department chair or designee required.",
MKT 498,"Cooperative Education","Optional full-time work period off campus alternating with study period on campus. (See Chapter X; consult Cooperative Education Office for details.) Permission of chairperson or designee required. For general elective credit only.",
ECO 442,"Money & Banking","Principles of money and monetary systems; commercial banking and the role of the Federal Reserve System; monetary theory and policy; the mechanism of international payments.",ECO 203,ECO 204
ECO 441,"Econometrics","Training in the art of making economic measurements from empirical data using regression analysis as the principle tool; use of computer software to estimate and test regression equations; interpretation of results using statistical inference.",ECO 203,ECO 204,DSC 211,MTH 207,MTH 367,MTH 412
ENG 448,"20th Century British Literature","Study of significant developments in modern British literature.",ENG 200,ENG 200H,ASI 120
ECO 445,"Public Finance","The economic aspects of government finance at the local, state, and especially the national level; the behavioral effects of various taxes, efficiency in spending, the changing role of the U.S. government, fiscal policy, and intergovernmental revenue and expenditure programs; emphasis on relating analytical tools to current developments.",ECO 203,ECO 204
ENG 444,"Studies in 19th Century English Literature","Study of English literature in the nineteenth century. May be repeated as topics change.",ENG 200,ENG 200H,ASI 120
MKT 494,"Special Topics in Marketing","Subject varies from time to time. May be taken more than once if topic changes.",
BIO 402L,"Vertebrate Zoology Laboratory","Laboratory focused on the diversity, systematics and ecology of vertebrates. One three-hour laboratory per week. Corequisite(s): BIO 402.",BIO 402
CHM 290,"Seminar II","Overview of methods of scientific oral presentation and formal conversation within the molecular sciences professional community.",
LAT 321,"Latin Composition & Syntax","Practice in writing Latin, for enrichment of vocabulary, refinement of grammar, and control of major Latin prose styles.",LAT 202
ENG 455,"20th Century American Literature","Study of significant developments in American literature of the twentieth century.",ENG 200,ENG 200H,ASI 120
EDT 441L,"Adapting Content Standards for Students with Special Needs Laboratory","This lab focuses on the planning, diagnosis, instructional methods, materials, assessment and evaluation techniques used by intervention specialists in inclusive and more restrictive settings to address K-12 content area standards. IS students will work with licensed educators to develop an understanding of how to align Ohio's academic content standards with applications and instructional techniques that ensure the achievement of special education students in the general education curriculum. The course emphasizes the role of the intervention specialist in collaboration with general educators in making appropriate accommodations and modifications.",
ENG 453,"American Realism & Naturalism","Study of representative writers from the post-Civil War period in American literature.",ENG 200,ENG 200H,ASI 120
ENG 451,"American Romanticism","Study of significant developments in American literature of the mid-19th century.",ENG 200,ENG 200H,ASI 120
BIO 403L,"Physiology Laboratory I","Systematic approach to the acquisition and interpretation of information about the physiology of living systems. One three-hour laboratory per week. Corequisite(s): BIO 403.",BIO 403
ECO 460,"Economic Development & Growth","Study of various dynamic economic theories of growth and structural change; the role of particular factors of production and related noneconomic variables in the development process, primarily, though not exclusively, of Third World nations.",ECO 203,ECO 204
BIE 551,"Transport Phenomena in Biological Systems","An integrated interdisciplinary systems-based examination of biological transport phenomena (momentum, heat and mass) and hemodynamics through mathematical modeling and biological processes as applied to physiological systems, with a focus on the cardiovascular, respiratory, and renal systems.",BIE 503,BIE 505,BIO 151,BIO 152,MTH 218
ENG 468,"Introduction to Linguistics","Introduction to the basic concepts and procedures of general linguistics, including language description, history, variation, theory, and acquisition.",ENG 200,ENG 200H,ASI 120
ENG 466,"TESOL Methods for Teaching English Language Learners","Introduction to key concepts in Teaching English to Speakers of Other Languages.. Theoretical perspectives on second language (ESL) and literacy instruction will be interwoven with practical techniques for classroom instruction. Students will investigate approaches to teaching the four skills of English (reading, writing, listening, speaking) across varying contexts and proficiency levels.",ENG 200,ENG 200H,ASI 120
EDT 442L,"Intervention Specialist: Mild/Moderate Field Internship","This field experience is the first semester of the senior level internship, providing the candidate with practice and reflection in mild/moderate intervention specialist settings.",
CEE 298,"Research & Innovation Laboratory","Students participate in (1) selection and design, (2) investigation and data collection, (3) analysis and (4) presentation of a research project. Research can include, but is not limited to, developing an experiment, collecting and analyzing data, surveying and evaluating literature, developing new tools and techniques including software, and surveying, brainstorming and evaluating engineering solutions and engineering designs. Proposals from teams of students will be considered.",
EDT 575L,"Assessment: Mild/Moderate Laboratory","This course consists of planned field experiences providing candidates the opportunity for field reflections in regard to use of assessment instruments and techniques in the school setting.",
ENG 462,"Advanced Fiction Workshop","Intensive practice in writing of fiction and production of a novella or short story cycle.",ENG 310
ENG 460,"Advanced Poetry Workshop","Intensive practice in writing of poetry and production of a chapbook.",ENG 308
BIE 560,"Biological Processing of Wastewater","Measuring the characteristics of wastewater producted from domestic and industrial sources. Principles of designing and operating microbiological processes for the treatment of wastewater. Mechanism and kinetics of biological reactions emphasized.",CHM 124
BIE 561,"Biomedical Engineering I","Introduction to the fndamental concepts in biomedical engineering with specific focus on chemical engineering applications. Biomedical topics include overviews of areas such as biomaterials, tissue engineering, biosensors and biomedical engineering technology.",BIO 151,CME 324,BIE 501
EDT 576L,"Curriculum: Mild/Moderate Laboratory","This course consists of planned field experiences providing candidates the opportunity for field reflections in regard to curriculum development for students with mild/moderate disabilities.",
ECO 435,"Economics of the Environment","Introduction to the economics of the global environment including an analysis of market failure as a cause of environmental degradation. Topics covered include cost-benefits analysis, criteria for public investment, regulation of the environment, and the sustainable global environment.",ECO 203
ENG 478,"Honors Thesis Project","Second of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",ENG 477
ENG 477,"Honors Thesis Project","First of two courses leading to the selection, design, investigation, and completion of an independent, original Honors Thesis project under the guidance of a faculty research advisor. Restricted to students in the University Honors Program with permission of the program director and department chairperson. Students pursuing an interdisciplinary thesis topic may register for three semester hours each in two separate disciplines in consultation with the department chairpersons.",
ENG 476,"Composition Theory","Study of the principal current theories of composition, with application to the teaching and evaluating of writing.",ENG 316
ENG 475,"Usability in Technical Writing","Examination of theory and methods of usability testing in technical writing. Students survey approaches to usability testing in print and online technical writing. Students plan, conduct, and analyze usability tests for selected print and digital texts. Students analyze and design test plans, conduct testing sessions, write reports, and present recommendations.",ENG 368
ENG 474,"Argument and Style","Intensive study of argumentative writing with emphasis on different methods of argumentation and appropriate stylistic choices for each.",ENG 200,ENG 200H,ASI 120
ENG 472,"The Structure of English","Study of the grammatical structure of modern English from traditional and modern linguistic points of view.",ENG 200,ENG 200H,ASI 120
ENG 470,"History of English","Study of stages in the development of the English language and of influences shaping its development from the beginning to the present.",ENG 200,ENG 200H,ASI 120
BIO 409L,"Ecological Restoration Laboratory","Practical applications of the principles of ecological restoration to a variety of ecosystems. One three-hour laboratory per week. Corequisite(s): BIO 409.",BIO 409
MKT 455,"Marketing Analytics and Strategy","This course, which is the CAP major capstone, focuses on the analytical methods used to interpret market and customer data and to inform strategic decisions. Emphasis is placed on applying the empirical results from data analyses to issues of market identification and segmentation, product and brand positioning, pricing, distribution, and promotional strategies. Topics include hypothesis testing through statistical analyses, development of data-driven marketing strategy recommendations, and clarity in reporting of results. These topics are covered through analysis of marketing project data from class clients, preparation of a comprehensive marketing research strategy report, and presentation of results and recommendations to clients.",ACC 207,ACC 208,MKT 450
PHY 211L,"General Physics Laboratory II","Laboratory methods, data handling, and analysis of results. Experiments appropriate to the background of students with an interest in mathematical and physical sciences. Two hours laboratory, one hour recitation each week.",PHY 210L,PHY 207
REL 485H,"Lay Ministry","Critical examination of lay ministry and its theological basis, in light of Vatican II and recent trends in the world and Church. Special topics: family ministry, ministry in the marketplace, leadership, evangelization, catechesis, women, social justice.",ASI 110,REL 103,REL 198
ENG 489,"Rhetorical Criticism","Study and practice of classical and contemporary rhetorical theories and techniques. Focus on writing rhetorical analyses of non-literary texts, including political discourse, advertising, scholarly essays, and visual images.",ENG 272,ENG 316
ENG 488,"Literary Theory","Comparative critical reading of classical and modern theoretical texts and analysis of critical methodology.",ENG 200,ENG 200H
SCI 210L,"The Dynamic Earth Laboratory","Laboratory to accompany SCI 210. Students will explore the earth system through experimentation, image interpretation, and field trips. One two-hour laboratory per week. Corequisite(s): SCI 210 or GEO 109.",SCI 210,SCI 210,GEO 109
MKT 450,"Buyer Behavior & Market Analysis","Integration of theoretical components of buyer behavior and marketing research. Emphasis placed on how marketing managers use concepts from these bodies of knowledge to make better decisions. Topics include common processes and methods of contemporary market research, analysis of purchase decisions, market research techniques used to gather information about purchase decisions, and use of information to formulate and implement a marketing strategy.",DSC 211,MKT 301
ENG 485,"Internshp in Writing","Application of writing skills to specific projects of an approved organization. Practical and professional experience offered to juniors and seniors (particularly English majors and minors) as a supplement to the writing curriculum. Option 2 grading only.",ENG 370,ENG 371,ENG 372
ENG 482,"Modern Poetry","Concentrated, advanced study in the development of modern poetry, both English and American.",ENG 200,ENG 200H,ASI 120
ENG 481,"Topics in English Studies","Systematic study of a specialized topic in English Studies.",ENG 200,ENG 200H
ENG 480,"Independent Study","Individual investigations of special topics under faculty direction. May be repeated under special circumstances.",
BIE 533,"Biofuel","The course will provide an overview of the range of fuels derived from biological materials and processes, with a focus on anaerobic digestion, bioethanol and biodiesel and production of synthetic fuel from biological materials. The course will include an overview of the biochemistry of energy production in biological systems, discussions of the economics and environmental sustainability of biofuels, and a review of reactor and separation systems concepts relevant to biofuel production. Prerequisite(s) EGR 202, CHM 123 or consent of instructor.",EGR 202,CHM 123
INB 302,"Survey of International Business","Introduction to international business and how it is different from domestic business. Globalization and its effects, differences in culture, political, and economic systems across borders. Required of International Business majors and minors.",
ECO 415,"Game Theory with Business Applications","Introductory course in strategic decision making; provides a thorough discussion of the basic techniques of applied game theory and of systematic thinking in making business decisions. Among the topics covered with applications to business are equilibrium strategies, understanding situations involving conflict and cooperation, auction design and bidding strategy, and bargaining and negotiations.",ECO 203
INB 300,"Special Topics Study Abroad","Preparation for study abroad programs offered by the School of Business Administration. May be taken more than once if pursuing more than one study abroad experience.",
MKT 440,"Global Marketing","Emphasis on understanding global marketing environments, developing skills of global market analysis, designing and developing appropriate marketing strategies for global markets, decision making in global marketing.",MKT 300,MKT 301
ENG 499,"Capstone II-Seminar","Part two of the English major capstone. Weekly seminar integrating the work of the capstone project (ENG 498) with students’ past experiences and future goals. Students prepare their capstone projects for public presentation, present those projects in a public forum, and reflect upon the process and product of their work.",ENG 498,ENG 498
ENG 498,"Capstone I-Project","Part one of the capstone for English majors. Independent project (research or other form of scholarship) under the direction of an individual faculty mentor. English majors only.",ENG 490,ENG 496,ENG 497
ECO 410,"Business & Economic Forecasting","Forecasting techniques, including ARIMA time series models, econometric models, moving averages, exponential smoothing, and time series decomposition, are used to forecast business and economic variables. Data sources, selection of appropriate forecasting tools and models, and evaluation of forecast results are studied.",ECO 203,ECO 204,DSC 211,MTH 207,MTH 367,MTH 412
ENG 497,"Research Seminar-Writing","Advanced study of one or more theories or research methodologies from the fields of creative writing, rhetoric and composition, or professional and technical writing and their application to an appropriate research question in the field. May be repeated as topic changes.",ENG 220,ENG 300,ENG 389,ENG 390,ENG 391,ENG 476,ENG 489
ENG 496,"Research Seminar-Teaching","Examination of methods for teacher research in the field of English/Language Arts. Students will practice various methods and create research proposals for their capstone course project.",ENG 220,ENG 301,ENG 391,ENG 393
ENG 495,"Senior Honors Tutorial","Independent directed study on special topics for selected students. May be repeated as topic or instructor changes.",
ENG 490,"Research Seminar-Literature","Concentrated study of a topic designed to integrate selected aspects of literary history, critical approaches, and research skills developed by English majors in previous required courses. May be repeated as topics change.",ENG 220,ENG 301,ENG 388
BIO 407L,"Plant Diversity & Ecology Laboratory","Field laboratory course addressing plant diversity and ecology. Includes a series of field labs focused on plant identification, followed by labs focused on quantitatively assessing plants, plant communities, and ecosystems. Labs will take place in a variety of natural areas. Corequisite(s): BIO 407.",BIO 407
MIS 616,"Project Management for Professionals","Project-oriented work makes up the bulk of managerial activity in organizations and consequently knowledge of project management principles is valued highly. This course offers a broad review of issues and approaches to contemporary professional project management useful for any MBA student and future manager. Graduate Standing.",
MAT 603,"Materials Science of Thin Films","An introduction to the basic physics of film formation processes including physical vapor deposition and chemical vapor deposition, film properties, and applications. Nucleation theory, film interdiffusion and reaction, metallurgical and protective coatings, electrical, magnetic, and optical properties of thin films. Emphasis on applicability.",
MAT 605,"Carbon Science and Technology","Graduate-level course covering the fundamental and applied aspects of Carbon Nanoscale Science and Technology. The course has three goals: (1) an overview of the current development in carbon science and technology (2) an introduction to the surface science as a means to understand the surface interaction at molecular scale, and (3) to provide some explicit links between macro, micro, and nanoscale technologies. Some of the medical field, structural and friction application will be addressed. This course is aimed at both science and engineering students.",
MAT 604,"Nanostructured Materials","Graduate-level course covering the fundamental physics, properties, and applications of nanostructured materials. Includes carbon nanotubes, nanostructured ceramics, metals, and semiconductor materials.",
MKT 437,"Advanced New Product Development","Study of the role of new product development in driving marketing success for firms. This course is designed to help students develop an understanding and appreciation of the difficulties and challenges of designing, developing, and launching new products.",MKT 435
SOC 384,"Food Justice","Diversity, social inequality and social justice are integral aspects of the fields of health science, sociology, and humanities. These issues particular to food are relevant in thinking about the challenges that people in Dayton and around the globe face. Through the combined analysis of at least two academic units, students will learn how to perform descriptive and normative analysis, as well as how to focus on pragmatic opportunities to address and ameliorate food injustice.",
MKT 435,"New Product Development","Investigation and analysis of the new product development process, the management of a product through its life cycle, and the importance of the price variable in the product management process.",MKT 300,MKT 301
MKT 436,"Marketing Intelligence","This course provides an examination of how consumer marketing is evolving in the context of consumer behavior analysis, personalized marketing channels, and computer automation tools. The focus is on analyzing personalized consumer marketing based on consumer behavior.",MKT 300,MKT 301
